"Gene" "photon" "pl" "cdc" "color_numeric" "Tot" "Sig"
"RARG" -3.66038953761879 -5.64340170758971 4.47034746545655 0 -4.83344377975195 "No"
"AHCYL2" 2.41090664212254 -6.7751996162474 -0.468535480057405 0 -4.83282845418227 "No"
"SPATS2" -0.903950219588223 -3.63323981167093 -0.295105259647936 0 -4.83229529090709 "No"
"IP6K1" 0.341481512747887 -5.80828639578955 0.635591856479312 0 -4.83121302656235 "No"
"SCML1" -2.48850193695081 -1.64109979998426 -0.697485035611498 0 -4.82708677254657 "No"
"ZSCAN26" -0.0904133665417543 -2.38957071752547 -2.34668237928266 0 -4.82666646334988 "No"
"WDR59" 3.29773584583978 -4.99600854092392 -3.1235951525884 0 -4.82186784767254 "No"
"SENP2" -2.99413959555324 -0.0302978871280228 -1.79502858829276 0 -4.81946607097402 "No"
"CISD2" -5.4496758616051 5.96586689793051 -5.3315699105293 0 -4.81537887420389 "No"
"OPN3" -2.7259327065751 -0.1758416087755 -1.91357840110076 0 -4.81535271645136 "No"
"CCP110" 0.568495220509812 -7.63967470874197 2.25583675882659 0 -4.81534272940557 "No"
"GNA13" 1.7583931975396 -4.58789751413481 -1.98421629464683 0 -4.81372061124204 "No"
"ALCAM" -0.707776347596099 -2.7592695734508 -1.34314439170712 0 -4.81019031275402 "No"
"TUG1" -1.7804292428551 -2.08261296932124 -0.945490115298425 0 -4.80853232747477 "No"
"RNF126" -5.44998132617806 1.34278938577264 -0.699142550435488 0 -4.80633449084091 "No"
"U2SURP" -0.376105877468844 -2.66852411571774 -1.76019295649763 0 -4.80482294968421 "No"
"REPS1" -0.503586928392803 -1.64789541637674 -2.65301724334115 0 -4.80449958811069 "No"
"TAB1" -1.04393972618706 -7.84126909602702 4.08129983891718 0 -4.8039089832969 "No"
"PKN1" 1.46867371339235 -5.5132332463591 -0.758820610599156 0 -4.80338014356591 "No"
"C1orf56" -6.00450352610168 1.25980810832361 -0.0576893951836419 0 -4.80238481296171 "No"
"CPA4" -4.41207969878788 -0.227784430023501 -0.158407516678952 0 -4.79827164549033 "No"
"PILRB" 2.57134749036003 -7.66032468841506 0.290915440572771 0 -4.79806175748226 "No"
"TUT4" 1.43844673447999 -7.64126203811021 1.40939365724728 0 -4.79342164638294 "No"
"CHD6" 8.11926193223284 -12.4670197653489 -0.445376450252508 0 -4.79313428336857 "No"
"DNM2" 2.34988995030858 -6.45942589981539 -0.67825674153128 0 -4.78779269103809 "No"
"IFNGR1" -7.1430803314135 1.95930596995179 0.396192920455516 0 -4.78758144100619 "No"
"HEATR3" -4.20551227770182 0.412660275714137 -0.994203367932903 0 -4.78705536992059 "No"
"PARVA" 3.40716422470763 -2.22494791725375 -5.96724261760391 0 -4.78502631015003 "No"
"NCOA6" 1.91708271791363 -8.99165870357504 2.29012618586216 0 -4.78444979979925 "No"
"RASA2" 0.993194409268902 -1.09116057453672 -4.68605762324486 0 -4.78402378851268 "No"
"ADORA2B" -8.59919175700184 3.40069199249862 0.415480766157254 0 -4.78301899834597 "No"
"ALMS1" 4.85036155339176 -6.96530923991896 -2.65653011074061 0 -4.77147779726781 "No"
"GNPDA2" -3.56445580806068 -1.61194790379448 0.407040312807045 0 -4.76936339904812 "No"
"UBTF" -2.00952182371538 -8.3633537466151 5.60358441488448 0 -4.769291155446 "No"
"ATG4D" -4.1149443141032 -2.8292560241991 2.17543947925549 0 -4.76876085904681 "No"
"MMS19" 0.592818335774415 -4.49505156139078 -0.865321056384933 0 -4.7675542820013 "No"
"FBRS" -0.620982113087121 -10.3229280084733 6.17731119462945 0 -4.76659892693097 "No"
"SLC30A6" -7.03260376569153 4.07609382310099 -1.80303812754414 0 -4.75954807013468 "No"
"MAPKBP1" 12.8728526659548 -15.3441170353692 -2.28749900254203 0 -4.75876337195643 "No"
"GDAP2" 0.255563774982596 -3.02303239483711 -1.99094468948652 0 -4.75841330934103 "No"
"MZT1" -3.49845205738134 -2.24561041989287 0.987584728622385 0 -4.75647774865183 "No"
"ZNF106" -0.27816365005211 -7.4818798331937 3.00585480387228 0 -4.75418867937353 "No"
"THEM4" -3.74871377324338 2.43053000512544 -3.43260301926269 0 -4.75078678738063 "No"
"KPNA1" -0.219373794943843 -2.61871379924737 -1.91253604556902 0 -4.75062363976023 "No"
"PIBF1" 0.627915417307392 -1.20417732265972 -4.1713085768602 0 -4.74757048221253 "No"
"LRRC8D" -5.36062491482364 1.22585423927723 -0.610905734993329 0 -4.74567641053974 "No"
"NFS1" -3.15578575313724 3.40161527534209 -4.99064393760631 0 -4.74481441540146 "No"
"SPCS1" -10.8272102760971 10.1371059888472 -4.05306649199906 0 -4.74317077924896 "No"
"METAP1D" -4.57699322475827 0.450628400362762 -0.615622450972226 0 -4.74198727536773 "No"
"DOP1B" 4.35234128212452 -7.2865421849985 -1.80146627264191 0 -4.73566717551589 "No"
"STRADB" -3.82419899218675 0.581340531595665 -1.49245057318173 0 -4.73530903377281 "No"
"RO60" -4.94059433566381 -1.71361890153856 1.92008941277249 0 -4.73412382442988 "No"
"SPATS2L" -0.371430590814886 -0.904068435638396 -3.45841032005435 0 -4.73390934650763 "No"
"LINC00205" 0.12108162931064 -4.56695578506475 -0.28620417987132 0 -4.73207833562543 "No"
"MCMBP" -2.84477334237253 -2.54584102886529 0.663082030924126 0 -4.72753234031369 "No"
"RLIM" 0.946064214791714 -1.17461664619818 -4.49885868492413 0 -4.7274111163306 "No"
"SPECC1" 7.45689335436605 -4.61276299600264 -7.57048315765374 0 -4.72635279929033 "No"
"ZNF770" -4.03293556173689 -4.26562657749306 3.57420878754894 0 -4.72435335168101 "No"
"TUT7" 4.8564531380219 -10.4306136337251 0.854718135493971 0 -4.71944236020923 "No"
"TBL1XR1" -1.30164092121598 -4.31351577406497 0.899317424034308 0 -4.71583927124664 "No"
"MIR1244-1" -14.1402728308542 5.32490074673414 4.10093701159224 0 -4.71443507252782 "No"
"GSPT1" -4.54349908590574 2.01925792274304 -2.18847495188986 0 -4.71271611505256 "No"
"RAB40C" 0.664758855158145 -5.83680827220712 0.459548758235479 0 -4.7125006588135 "No"
"KIF3B" -1.64252996370867 -11.9767945696476 8.90748657402272 0 -4.71183795933355 "No"
"FBXO9" -0.440090538284776 2.32029354265979 -6.59071105032298 0 -4.71050804594797 "No"
"C1QTNF3-AMACR" -3.62503261707513 3.19179317827427 -4.27596297935275 0 -4.70920241815361 "No"
"PAPOLA" -1.09600892801818 -1.20882373509777 -2.40316289322552 0 -4.70799555634147 "No"
"GRAMD1A" -2.92766799525839 -2.19945542818763 0.423110544044708 0 -4.70401287940131 "No"
"USP22" -5.33823729464081 -5.64665617377555 6.28573723483065 0 -4.69915623358571 "No"
"MUL1" -4.27629726319396 -3.5252072861817 3.10441449761205 0 -4.69709005176361 "No"
"RALGPS2" 0.068853991618457 -0.400866924759433 -4.36439193188389 0 -4.69640486502487 "No"
"ARID3A" -3.74715620468609 -1.14245384851764 0.19327150646832 0 -4.69633854673541 "No"
"DIS3L" -3.31170910945366 -2.29974767582256 0.917919105656693 0 -4.69353767961953 "No"
"PPTC7" -3.43346458311561 -2.92411940590956 1.66618663763454 0 -4.69139735139063 "No"
"PPP4R3A" -1.42421926444201 -8.7748921686455 5.50950702320079 0 -4.68960440988672 "No"
"AGPAT3" -2.28670506752188 -5.71002425377482 3.30946177366997 0 -4.68726754762673 "No"
"CRYBG3" 4.62825568820049 -6.3782447874636 -2.93558430324648 0 -4.68557340250959 "No"
"SLC41A2" 1.30880261039717 -2.57435462148639 -3.41787253359437 0 -4.68342454468359 "No"
"NUP93" 1.90803077684952 -1.99007105718259 -4.60005478940698 0 -4.68209506974005 "No"
"B4GAT1" -5.28311164332624 -0.328827393371978 0.931694844336085 0 -4.68024419236213 "No"
"LRRC58" -1.3809405384242 -6.35724509366036 3.05841551247975 0 -4.67977011960481 "No"
"GNAL" -1.31326069595171 1.2506612683678 -4.61623120417776 0 -4.67883063176167 "No"
"SYNRG" 0.987345759053348 -2.686291355656 -2.97931452961756 0 -4.67826012622021 "No"
"SUN2" 0.968665690788998 -5.32405182248738 -0.318061912725432 0 -4.67344804442381 "No"
"RBM39" 0.134059285223432 -1.9753325603612 -2.83207221146857 0 -4.67334548660634 "No"
"DPH3" -4.91869367487273 5.28751077519637 -5.04167682475104 0 -4.6728597244274 "No"
"AGO2" 5.34555081720452 -9.48700082169363 -0.531163331637412 0 -4.67261333612652 "No"
"POLR2H" -7.19890280029653 7.82765732959961 -5.30128388248783 0 -4.67252935318475 "No"
"CCSER2" 0.2289824184096 -0.625956821721691 -4.27519013195264 0 -4.67216453526473 "No"
"RAD50" -5.78501711728862 1.88518078225684 -0.768978564015925 0 -4.6688148990477 "No"
"ACVR2A" 0.745287779771113 -1.80163563296997 -3.61182435707726 0 -4.66817221027612 "No"
"TSEN54" -5.80042394284838 0.101277425365944 1.03181145938821 0 -4.66733505809423 "No"
"GCAWKR" -0.358193533443248 -5.19357585306577 0.885040472749355 0 -4.66672891375966 "No"
"RABEP1" -0.586337893898752 -6.39281857589682 2.3126525040048 0 -4.66650396579077 "No"
"KDSR" -1.38186407397968 -1.17301513216748 -2.10768871259632 0 -4.66256791874348 "No"
"ACTR1B" -2.00482457945834 -3.00592127152265 0.350175416245751 0 -4.66057043473524 "No"
"PISD" -1.21802854348683 0.255457110277917 -3.69717786723435 0 -4.65974930044326 "No"
"STAMBPL1" -6.40594180258959 -0.937377072380678 2.68459618712108 0 -4.65872268784919 "No"
"MAPRE2" -1.04380687456862 1.0420186759471 -4.65513130611483 0 -4.65691950473635 "No"
"FTX" -4.58561672473353 -0.636055654893323 0.568788940790633 0 -4.65288343883622 "No"
"TASOR2" 1.03696730337497 -6.66144586895985 0.972129909773369 0 -4.65234865581151 "No"
"POLR3K" -7.79601494277535 5.62408197825824 -2.47733857752029 0 -4.6492715420374 "No"
"DCUN1D4" -0.438959456621418 -2.62584369568013 -1.58002262366414 0 -4.64482577596569 "No"
"PRC1" -5.57264080225756 -7.2957754446154 8.22419742412354 0 -4.64421882274942 "No"
"AFAP1" 1.90046796847438 -9.30456119166527 2.7619442910539 0 -4.64214893213699 "No"
"IPO4" -2.24036635693322 -5.79515814871417 3.3934681066356 0 -4.64205639901179 "No"
"NEPRO" -0.920029944082867 2.82770575498901 -6.54920812612018 0 -4.64153231521404 "No"
"SELENOO" -1.47509383735682 -0.454074484006295 -2.71138376334429 0 -4.64055208470741 "No"
"HNRNPA0" -0.851161626481779 2.77561015923794 -6.56430706699521 0 -4.63985853423905 "No"
"IFIT5" -3.87131002774683 0.963256664391083 -1.73170100629588 0 -4.63975436965163 "No"
"TMEM9B" -7.76474263519083 2.17743889657718 0.94963994607483 0 -4.63766379253882 "No"
"CPNE8" -3.6501755777526 -1.00108869318003 0.0162125379358267 0 -4.6350517329968 "No"
"TMED7-TICAM2" 3.58848839181824 -5.09685711103283 -3.12443131984343 0 -4.63280003905802 "No"
"TAGLN" 1.34624335956396 -2.68542572238078 -3.29296861780876 0 -4.63215098062558 "No"
"MAP3K12" 3.86320581982769 -3.15879934316263 -5.33628695450889 0 -4.63188047784383 "No"
"ACER3" -0.297457402041364 1.23309643621772 -5.56502874069926 0 -4.6293897065229 "No"
"PARG" 0.883537575992282 -7.65409900032497 2.14640942053109 0 -4.6241520038016 "No"
"MAIP1" -4.03804919159426 1.7237104903308 -2.30908936192458 0 -4.62342806318804 "No"
"TPPP" 2.83765620355349 -6.04378238418587 -1.41492738470024 0 -4.62105356533262 "No"
"FBXL6" -6.11346636461828 0.039829673376376 1.45324587726645 0 -4.62039081397545 "No"
"SYNGAP1" -0.740594880931829 -6.04305006663748 2.16372659174438 0 -4.61991835582493 "No"
"TRIP10" -3.58904868267179 -5.52886480639869 4.50108662888622 0 -4.61682686018426 "No"
"SPTBN5" 7.68733813564913 -8.76493793163842 -3.53673133228173 0 -4.61433112827102 "No"
"RNF215" -0.983823930983103 -0.890870325933334 -2.73905616604452 0 -4.61375042296096 "No"
"WDR26" 1.37318497123289 -6.50304938829268 0.517408319601534 0 -4.61245609745826 "No"
"ZFAT" 2.49452464387093 -5.99953510907118 -1.10697175108834 0 -4.61198221628859 "No"
"FIGN" 0.574778867189153 -2.13464158199434 -3.05131998990671 0 -4.6111827047119 "No"
"CUL2" -3.13321437228387 -1.07350013470974 -0.402501769844495 0 -4.6092162768381 "No"
"ZRANB3" -0.196036456806829 -1.46359824243231 -2.94843144469235 0 -4.60806614393149 "No"
"LAMB3" -0.0330739688610849 -5.96884538576983 1.39481712853696 0 -4.60710222609396 "No"
"LRP5L" 2.29755328820557 -6.33329376282191 -0.562060740790713 0 -4.59780121540705 "No"
"PLD6" -3.04918746049807 -0.607752208486287 -0.939090244237699 0 -4.59602991322206 "No"
"ATF1" -2.66018593245351 -0.650049262144061 -1.2833064158185 0 -4.59354161041607 "No"
"TBC1D9B" 6.16554608389157 -9.04008473322338 -1.71848988101431 0 -4.59302853034612 "No"
"DNAJC24" -1.8647783882737 1.29212133834792 -4.01791325198684 0 -4.59057030191262 "No"
"SLC12A9" -2.45636933555553 2.47788583511662 -4.61085620604503 0 -4.58933970648394 "No"
"PLD2" 0.142897887590417 -4.3738135233593 -0.353062161155085 0 -4.58397779692397 "No"
"CC2D2A" 0.185913761760863 -3.67057050487642 -1.0944974135046 0 -4.57915415662016 "No"
"CENPI" -3.09113397149577 0.329004039039863 -1.81635233980766 0 -4.57848227226357 "No"
"SMARCB1" 0.0966543733099783 0.0304714067837746 -4.69957688212408 0 -4.57245110203033 "No"
"PRMT3" -4.45721782572154 1.12794631859464 -1.24150447830592 0 -4.57077598543282 "No"
"MALSU1" -6.3559994059123 6.6120497414392 -4.8248193395851 0 -4.5687690040582 "No"
"ZFAND2A-DT" -2.93275965992703 1.5486264433176 -3.18239117428563 0 -4.56652439089506 "No"
"ATG5" -0.0574016876797021 0.217077858981054 -4.72599934046666 0 -4.56632316916531 "No"
"RPL29" -10.2134558127258 8.62990600548572 -2.98094952138321 0 -4.56449932862329 "No"
"CFAP44" 5.42306661447965 -5.51560944453369 -4.47064871080024 0 -4.56319154085428 "No"
"RNF40" 0.125728747200818 -8.65522147777774 3.97122159736985 0 -4.55827113320707 "No"
"ANKHD1-EIF4EBP3" 6.03852253414223 -12.1339305922221 1.53945820951273 0 -4.55594984856714 "No"
"TMEM256-PLSCR3" -4.8635018623665 3.36038709592807 -3.0525941872147 0 -4.55570895365313 "No"
"RALGAPA1" 3.63717575615838 -6.15066185117334 -2.03351657032733 0 -4.54700266534229 "No"
"VPS26A" -2.11006526880491 0.778955060756879 -3.21109718882907 0 -4.5422073968771 "No"
"PSMD11" -5.3862145460168 4.14599129631813 -3.30028770338611 0 -4.54051095308478 "No"
"ARPC4-TTLL3" 3.26084053280545 0.422881541535303 -8.21795771201438 0 -4.53423563767363 "No"
"PHTF2" 1.65500538283865 -3.1698134323382 -3.013530188379 0 -4.52833823787855 "No"
"IQGAP1" 5.52573376622449 -17.6437023737882 7.59070303735287 0 -4.52726557021084 "No"
"CCDC88C" 0.999233150777309 -8.06915076312265 2.54569781184854 0 -4.5242198004968 "No"
"MED11" -8.56567222847226 1.12557553427611 2.91717111295968 0 -4.52292558123647 "No"
"CSF1" -3.86703488148881 -6.09497473918681 5.44071419035423 0 -4.52129543032139 "No"
"TET3" 0.0582223039939235 -5.68199287330659 1.10719575505183 0 -4.51657481426084 "No"
"TRPS1" 3.13636250474506 -6.81737403266173 -0.831276329323695 0 -4.51228785724037 "No"
"ZNF557" 2.89177913861462 0.0959464334229765 -7.49880969903345 0 -4.51108412699585 "No"
"NMD3" -2.15087665298364 -3.86767624346986 1.50893183122073 0 -4.50962106523277 "No"
"SLC48A1" -1.71731003676765 -1.24583714648371 -1.54561389141531 0 -4.50876107466667 "No"
"SCRN3" -3.19567800665927 -2.00804801094812 0.696354982282551 0 -4.50737103532484 "No"
"ZNF236" 1.63331413616868 -2.17993311459321 -3.95833560026223 0 -4.50495457868676 "No"
"OSTM1" -0.355078204186304 -3.67931566754145 -0.469974849093109 0 -4.50436872082086 "No"
"SPTY2D1" 5.45649575864423 -7.67228765179489 -2.28855320156636 0 -4.50434509471702 "No"
"GDF11" 0.542444824340328 0.455145033566379 -5.50186113452971 0 -4.504271276623 "No"
"NEU3" -1.59479800910382 -1.53415821210943 -1.37470268968823 0 -4.50365891090148 "No"
"NCOA1" -0.494314052290979 -4.60864133649635 0.600911296165254 0 -4.50204409262208 "No"
"INTS13" -4.12816323616643 0.091302353049236 -0.464310559466068 0 -4.50117144258326 "No"
"TFB1M" -3.80670366221773 0.760862545800531 -1.45260271819471 0 -4.49844383461191 "No"
"ATF7IP" 7.4568478382708 -8.96029190764899 -2.99308524599227 0 -4.49652931537046 "No"
"POLR1B" -2.57541759794727 -1.09794447014152 -0.822773815709362 0 -4.49613588379815 "No"
"SIPA1" 1.79410745230103 -1.9657851002477 -4.32345129836656 0 -4.49512894631323 "No"
"LMO4" -2.50487853035439 1.11571509311087 -3.10488245032114 0 -4.49404588756466 "No"
"CLHC1" 0.549787821130203 -0.821794528921281 -4.21497546919429 0 -4.48698217698537 "No"
"KIFAP3" -4.21438453153941 -4.40877585243726 4.13635130880258 0 -4.48680907517409 "No"
"LIMA1" -1.26266245096444 -3.10153871256202 -0.121020051400518 0 -4.48522121492698 "No"
"CKAP2" -0.761146601802001 0.399514712623985 -4.1234182341075 0 -4.48505012328552 "No"
"WSB1" -0.884996538065073 -1.71603234339697 -1.87945652780688 0 -4.48048540926892 "No"
"NBEA" -0.78570182861312 -1.8481676242821 -1.84624652733729 0 -4.48011598023251 "No"
"CFL2" -5.62721257115786 3.89664046129454 -2.74729780922231 0 -4.47786991908563 "No"
"BZW1" -2.06232167171452 0.799284521309696 -3.21363639780489 0 -4.47667354820971 "No"
"GLUD1" -3.37353517517646 -2.181017947182 1.07903458977178 0 -4.47551853258668 "No"
"BRAT1" 1.20659540199915 -6.02854536522533 0.34921087001438 0 -4.4727390932118 "No"
"LPCAT3" -2.04859715288076 -1.0877337733016 -1.33632313349044 0 -4.4726540596728 "No"
"CHPF2" -3.73525325863745 -2.75534168223236 2.02331097574685 0 -4.46728396512296 "No"
"PSMG3" -11.0956014420813 8.22974725680623 -1.5940292797157 0 -4.45988346499077 "No"
"MRPS12" -7.91851275650282 6.00028818356325 -2.54059599694224 0 -4.45882056988181 "No"
"EXOC6" -0.549908645438816 -1.47158003725158 -2.43528907884827 0 -4.45677776153867 "No"
"GPR135" -0.478903544271048 -0.466727664301393 -3.51003081236669 0 -4.45566202093913 "No"
"RAB43" 3.34890619053952 -3.73123385161839 -4.07196887341507 0 -4.45429653449394 "No"
"TM2D3" -2.96360014781509 -0.0854578489177454 -1.39911103294431 0 -4.44816902967715 "No"
"PIGL" -3.81892210338594 -0.454836457773513 -0.174274160832131 0 -4.44803272199158 "No"
"RFWD3" 4.23220609306232 -4.86201569823868 -3.8176088249518 0 -4.44741843012816 "No"
"OPA3" -0.468130906672852 -3.63372010208094 -0.344970266607025 0 -4.44682127536082 "No"
"NAA40" -4.10288668843297 -3.11967506469256 2.77719190143693 0 -4.4453698516886 "No"
"PHF21A" 3.97354531451581 -6.96900600860309 -1.4495839252111 0 -4.44504461929838 "No"
"KIAA1143" -2.48688628016973 1.18583463944087 -3.14372093230816 0 -4.44477257303702 "No"
"EDEM3" 1.57628643879769 -7.95891120294671 1.93820970251139 0 -4.44441506163763 "No"
"THADA" -0.106314994866858 -2.35030837835634 -1.98778030074314 0 -4.44440367396634 "No"
"TFE3" -4.8367025716353 -2.65004116428381 3.04570691645569 0 -4.44103681946342 "No"
"MAP3K10" 0.117618450698735 -8.22737237662263 3.6712470951595 0 -4.4385068307644 "No"
"PPM1H" 2.4722125407058 -6.67445916258994 -0.235723309717896 0 -4.43796993160204 "No"
"CHD3" 2.77000238116095 -12.5362862135702 5.32924976808889 0 -4.43703406432036 "No"
"NCOA4" -0.81279405781203 -3.74516364846902 0.126850349516934 0 -4.43110735676412 "No"
"SCAP" 1.80354746117069 -3.1162812103905 -3.11539835579354 0 -4.42813210501335 "No"
"NIPSNAP2" -2.50477421091225 -0.323618804469831 -1.59798252535351 0 -4.42637554073559 "No"
"ARSG" -3.20140919277069 0.265454191129371 -1.48940270663704 0 -4.42535770827836 "No"
"GAS2L3" 2.34759222085157 -3.04889996453926 -3.72178627430267 0 -4.42309401799036 "No"
"SUMO2" -10.9123316962073 10.3777789738768 -3.88574775665758 0 -4.42030047898808 "No"
"MSANTD2" -0.639754211509154 -1.45335791182798 -2.32568378760179 0 -4.41879591093892 "No"
"SHROOM3" 1.86362736381959 -6.35010654885313 0.0681749232024194 0 -4.41830426183112 "No"
"MOCS2" -5.90059517015669 6.44218104959437 -4.95980096945703 0 -4.41821509001935 "No"
"RAB5A" -1.83478901815244 1.13893956125528 -3.71780653832168 0 -4.41365599521884 "No"
"CACYBP" -5.8196735048449 6.10986669764465 -4.70200795481747 0 -4.41181476201772 "No"
"SMARCC2" 4.02116977061424 -10.7663134667647 2.33452074262191 0 -4.41062295352855 "No"
"EYA3" 0.93938154801426 -2.31298406801569 -3.0369078802077 0 -4.41051040020913 "No"
"NARF" 0.582950552177783 -0.966304759937641 -4.02313140952825 0 -4.40648561728811 "No"
"PSMD5" -5.90594047943714 1.25856180117521 0.245685627995371 0 -4.40169305026656 "No"
"VPS36" -1.95616128002374 -1.97222625562234 -0.463698864365128 0 -4.39208640001121 "No"
"MINDY3" -0.220431117847044 -0.850410325793464 -3.32054761989456 0 -4.39138906353507 "No"
"MTX1" -4.45965237536192 4.49964741100997 -4.42919983869908 0 -4.38920480305103 "No"
"PHF8" 4.93834481678777 -11.1523197370081 1.82552955797854 0 -4.38844536224179 "No"
"TRANK1" 5.83100962548144 -11.0205025960518 0.802162026169465 0 -4.3873309444009 "No"
"RABEPK" -3.89986928498607 1.28575458110166 -1.77213613890685 0 -4.38625084279126 "No"
"MCM3AP-AS1" -2.79987756483753 -9.61180399328493 8.02896148174129 0 -4.38272007638117 "No"
"NHLRC2" -0.802527281537047 -2.27593391158639 -1.30126618050519 0 -4.37972737362863 "No"
"OSGIN2" 0.138327247796935 -2.25743484445274 -2.26000562782551 0 -4.37911322448132 "No"
"TANGO6" -1.3402733957196 -3.63392809456551 0.595401882381292 0 -4.37879960790382 "No"
"AGO3" 2.25990944267628 -1.5652328070986 -5.07255245276155 0 -4.37787581718387 "No"
"BZW1-AS1" -1.35505571216827 -5.49468505236012 2.47301884891076 0 -4.37672191561763 "No"
"SNX21" -2.60453031573948 1.73860829048 -3.50995598455163 0 -4.37587800981111 "No"
"PKD1" 13.289824109111 -11.7339374280072 -5.93161572114823 0 -4.37572904004443 "No"
"SELENOK" -11.8098901508744 8.82507810722585 -1.38632258370555 0 -4.3711346273541 "No"
"GPATCH2L" 2.49431539272587 -5.20718903218671 -1.65821108879053 0 -4.37108472825137 "No"
"C2CD5" 1.67022728074949 -4.85430573008437 -1.18693177879393 0 -4.37101022812881 "No"
"PFAS" 1.95556857803219 -6.81179389394172 0.487596579634911 0 -4.36862873627462 "No"
"RBM3" -4.235438738369 5.4507743643552 -5.57953429701406 0 -4.36419867102786 "No"
"KATNIP" 6.44519517934108 -9.03015260585239 -1.77779009632993 0 -4.36274752284124 "No"
"NT5C" -12.2319133665204 6.35285376965629 1.51647586142216 0 -4.36258373544195 "No"
"POLL" -0.201049044517101 -1.07282282117944 -3.08824189350634 0 -4.36211375920288 "No"
"HEXIM2-AS1" -4.91016337462125 0.452428456620009 0.0966594859369183 0 -4.36107543206432 "No"
"ANKRD36" 2.6157338834471 -4.04111669626875 -2.93458042244702 0 -4.35996323526867 "No"
"TTBK2" 0.683389730395411 -4.50991300069636 -0.532551886828289 0 -4.35907515712924 "No"
"PPIL1" -5.71456736203554 2.80516022232803 -1.44790672309058 0 -4.35731386279809 "No"
"PDPR" 2.47413387207206 -6.9618792445803 0.130804947008148 0 -4.35694042550009 "No"
"ACOX1" 0.680907924216284 -1.86169024710439 -3.17339380380881 0 -4.35417612669692 "No"
"SCCPDH" -7.24674160535965 4.63837627341488 -1.74434132697119 0 -4.35270665891596 "No"
"PGAM5" -1.28796619539977 1.1786123015523 -4.23946802435069 0 -4.34882191819816 "No"
"TBC1D22A" 1.56583287737825 -0.174810887568994 -5.73823765078674 0 -4.34721566097748 "No"
"C8orf58" -1.59568447601578 -1.32429643400852 -1.42593456851476 0 -4.34591547853906 "No"
"DARS1" -6.6414484751472 4.10990690111551 -1.81342607122568 0 -4.34496764525737 "No"
"ZNF226" -3.14288785382222 0.799014078735601 -2.00042311378546 0 -4.34429688887208 "No"
"COQ7" -4.14950616098664 0.248171363833214 -0.441860747865206 0 -4.34319554501863 "No"
"RPL13" -6.76444310741844 7.62902666131747 -5.20730983132486 0 -4.34272627742583 "No"
"RAPGEF6" 1.94481379244487 -4.35121961433563 -1.93372421175022 0 -4.34013003364098 "No"
"TRAPPC14" 0.0828598391370827 -2.54812860509732 -1.87396902066598 0 -4.33923778662622 "No"
"VAV2" 2.10507384499741 -8.07982847932276 1.63798031495327 0 -4.33677431937208 "No"
"IMP4" -4.89025709604368 0.418584562275024 0.139357614307714 0 -4.33231491946094 "No"
"EDIL3" 0.0183652252536712 -3.78203658155636 -0.567280388215604 0 -4.33095174451829 "No"
"APOOL" -1.45789953572534 -2.31985898698492 -0.552569485935008 0 -4.33032800864527 "No"
"ESYT2" 1.67431329672651 -7.36261620826111 1.35817808034082 0 -4.33012483119378 "No"
"RBM28" 1.4693693609532 -4.53109788207476 -1.26582992827507 0 -4.32755844939663 "No"
"UBE2T" -6.4955586496481 3.01362337261715 -0.841467144381379 0 -4.32340242141233 "No"
"CDK18" -0.980862143819324 -4.95465088787737 1.61284660589125 0 -4.32266642580544 "No"
"CDK14" 1.7420981324858 -5.05658791685451 -1.00780982059705 0 -4.32229960496576 "No"
"CYBC1" -5.05917782514339 1.720034732577 -0.982644838611066 0 -4.32178793117746 "No"
"L3HYPDH" 0.196889895996889 1.98526527397505 -6.50359616429635 0 -4.32144099432441 "No"
"RAB14" -8.49334092947228 1.89963098957482 2.27706524007203 0 -4.31664469982543 "No"
"TIMM50" -4.41155966060862 4.0767268344455 -3.98178124163055 0 -4.31661406779367 "No"
"PLEKHF2" -0.731793181849378 -0.360116266681068 -3.22166436434577 0 -4.31357381287622 "No"
"DMTF1" 5.08083319687907 -5.56321613668008 -3.83114089831945 0 -4.31352383812046 "No"
"VASP" -2.96087629716469 -1.57828005950955 0.227459865210826 0 -4.31169649146341 "No"
"FRMD5" 0.879892014386521 -1.86917422310239 -3.3202369946588 0 -4.30951920337467 "No"
"DNMT3B" 2.6861214260135 -6.32049654809794 -0.67333251186065 0 -4.30770763394509 "No"
"SLC25A37" -2.45978699690119 1.60543088011011 -3.45132064897043 0 -4.30567676576151 "No"
"GGA3" 2.84420816259675 -7.70561218488844 0.562682478931655 0 -4.29872154336004 "No"
"LIMK2" 4.83015656072226 -9.1916975071254 0.0661678734206209 0 -4.29537307298252 "No"
"NCKAP5L" 6.02343790227175 -9.07799402964842 -1.23403216876985 0 -4.28858829614652 "No"
"FAM149B1" -1.77916211523298 2.60981237398827 -5.11620756900656 0 -4.28555731025127 "No"
"ZMIZ1" 5.09882720487342 -13.2672257155861 3.88508141629399 0 -4.28331709441869 "No"
"GPCPD1" 0.903182759657548 -4.47587983439339 -0.710501394523085 0 -4.28319846925893 "No"
"ZNF692" -4.97723390453047 2.13127571552117 -1.43375128897266 0 -4.27970947798196 "No"
"CDK10" -2.9275026273638 -0.405994459217069 -0.940597786878327 0 -4.2740948734592 "No"
"AREL1" 0.265295002970551 -7.82887146666521 3.29120455988505 0 -4.27237190380961 "No"
"WDR5B" -2.41918702347681 3.86030668239026 -5.7098893515391 0 -4.26876969262565 "No"
